姓名,部门,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
员工649,西厨房,"12:02
     ","17:36
     ","18:11
     ","17:53
     ",,"11:43
17:33","17:30
     ","11:34
     ",,,,,,,"18:22
     ","11:59
     ","18:01
     ","17:55
     ",,"11:35
     ",,,"11:47
17:39",,"17:43
     ","11:58
17:31",,,,,"11:46
17:51"
员工650,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11:57
     "
员工651,餐饮部,,,,,,,,,,,,,,,,,,,"12:46
     ","12:46
     ",,,,,,,,"11:49
     ",,,
员工652,西厨房,,,,"12:41
     ",,"13:00
     ","13:02
     ",,,,,,,,,,"12:50
     ",,"12:49
     ",,"13:04
     ","13:04
     ","13:06
     ","12:54
     ","13:00
     ","13:04
     ","13:06
     ",,,,
员工653,餐饮部,,,,,"19:12
     ","19:20
     ","12:31
     ",,,,,,,"12:53
     ",,,,,"19:03
     ",,"19:25
     ","19:13
     ","19:02
     ","11:48
18:53","18:59
     ","19:03
     ","19:01
     ",,"12:17
19:22",,
员工654,餐饮部,"12:40
     ",,"13:00
     ",,"11:17
19:11","19:20
     ",,,,,"11:20
     ","12:31
19:11",,,,"12:54
19:20","19:26
     ","12:59
     ","19:02
     ",,,"07:08
     ","12:52
19:01",,,"11:47
19:03",,"19:21
     ",,"07:31
12:50","19:25
19:26"
员工655,餐饮部,,,"19:01
     ","19:01
     ",,"18:54
     ",,"19:04
     ",,,,,,,"18:32
     ","19:01
     ",,,"19:03
     ",,"12:20
     ",,"19:02
     ",,"18:59
     ","11:47
19:03","12:01
     ","18:20
     ",,"08:24
     ","08:13
     "
员工656,餐饮部,,,"18:37
     ","18:14
     ",,,,,,,,,,,,"18:11
     ","18:14
     ",,"18:30
     ",,"12:37
17:51","18:02
     ",,,"12:39
18:12",,,,,,
员工657,中厨房,,,,"12:41
     ",,,,,,,,,,,"11:15
     ",,,,,,,"12:05
     ",,"11:25
     ",,,,"11:38
     ","18:57
     ","11:27
     ",
员工658,中厨房,,,,,,,,,,,,"17:53
     ",,,"11:15
     ",,,,,,,"12:05
     ",,,,,,"11:38
     ","18:57
     ","11:27
     ",
员工659,中厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工660,中厨房,,,,,,,,,"17:33
     ",,,,,,,,,,,,,,,"18:14
     ",,,,,,,
员工661,西厨房,,"12:05
     ",,"11:58
17:34","18:27
     ",,,"17:44
     ","12:11
17:34",,"18:29
     ",,,,,,,,,,,,"12:27
17:40",,,,"11:35
17:43",,,,
员工662,餐饮部,,,,"06:39
     ","12:11
     ","08:22
     ","07:23
     ","07:21
     ",,,"08:01
     ","07:06
     ",,"06:51
12:14","07:14
     ","06:58
     ",,,,,"11:52
     ","06:37
     ","07:18
     ",,"11:24
19:03","06:43
     ","07:49
     ","07:01
     ","07:47
     ",,
员工663,,,,,,,,,,,,,,,"18:48
     ",,,,,,,,,,,,,,,,,
员工664,餐饮部,,"18:49
     ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工665,管事部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工666,西厨房,,,,,,,"18:19
     ",,,,,"18:26
     ",,"18:29
     ",,,,,,,,,,,,,,,,,
员工667,餐饮部,,"11:11
     ",,"11:44
     ",,,"11:40
     ","11:30
     ","11:22
     ","11:13
     ",,,,,,,"18:43
     ",,,,,"12:09
     ","12:17
     ","11:22
     ",,"11:36
     ",,"12:12
     ",,,"07:21
     "
员工668,餐饮部,,,,,,,"11:40
     ",,,"11:13
     ",,,,,,,,,,,,,"12:17
     ","11:22
     ",,,,,,,
员工669,西厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工670,管事部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工671,管事部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工672,西厨房,,"17:51
     ",,,,,"18:09
     ",,,,,,,"18:51
     ",,,,"18:10
     ","11:42
17:55","18:04
     ","17:49
     ",,"17:59
     ","17:56
     ","07:45
12:09","18:01
     ","18:25
     ","18:27
     ","18:27
     ",,
员工673,,,,,,,,,,,,,,,,,,,,,,,,,,"18:03
     ",,,,,,
员工674,管事部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工675,餐饮部,,"17:27
     ",,"11:24
     ","11:14
     ","11:15
     ",,,,,"11:17
     ","11:16
     ","11:12
     ","11:24
     ","11:16
     ","11:10
     ",,"11:19
     ","11:09
     ",,,"11:08
     ",,,"17:41
     ",,"18:17
     ",,,,
员工676,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工677,西厨房,,,,,,,,,,,,"17:57
     ","18:02
     ",,"18:25
     ",,"18:23
     ",,"18:23
     ","18:16
     ",,,,,,,,,,,
员工678,中厨房,,,,,,,,,,,,,,,,,"18:00
     ",,,,,,,,,,,,,,
员工679,中厨房,,,,,,,,,,,,,,,,,"18:05
     ",,,,,,,,,,,,,,
员工680,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工681,房务部,,,,,,,"08:33
     ","07:28
     ",,,"08:26
     ",,,,,,,,,,"07:28
     ",,"08:25
     ","07:33
     ",,,"07:23
     ",,,"07:35
     ",
员工682,管事部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工683,前厅部,"08:22
     ",,"08:21
     ",,,,,,,,,,,,,"11:36
     ","08:11
     ","08:18
     ","08:08
     ",,"08:05
     ",,"17:56
     ",,,,,,,"11:04
     ",
员工684,前厅部,,,,,,,,,"08:23
     ",,,,,,,,,,"12:24
     ","12:34
18:46",,,,,,"08:24
     ",,,,,
员工685,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工686,前厅部,,,,"07:45
     ",,,"07:40
     ",,,,,,,,,,,,"12:23
     ",,"12:55
17:37",,"08:27
     ","07:33
12:56","18:26
     ","08:09
     ","07:35
11:13",,,,
员工687,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工688,前厅部,,,,,"07:40
     ",,"11:23
     ",,,"07:26
     ",,,,,"17:51
     ",,,,,,"12:23
     ","12:10
     ","11:49
17:49","17:58
     ",,,,,"12:25
     ",,
员工689,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工690,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工691,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工692,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工693,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工694,房务部,,,,,,,"08:29
     ",,,,,,,,"07:59
     ",,,,,,"08:15
18:11",,,,,,,,,,
员工695,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工696,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工697,前厅部,"18:05
     ","08:23
17:51","08:02
     ",,,,"18:02
     ","08:04
     ","08:09
17:59","08:03
17:45","08:01
18:01","08:04
     ",,"18:13
     ","08:04
17:55","08:03
     ","12:16
     ","12:22
     ",,,"08:06
17:45","18:01
     ","17:44
     ","08:05
     ",,"18:11
     ","12:15
     ","12:42
18:03",,,"18:13
     "
员工698,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工699,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工700,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工701,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工702,房务部,"07:40
     ","07:22
     ","17:29
     ","07:31
17:55","07:31
     ","07:41
11:24","07:22
     ","07:43
11:28","07:00
     ","07:35
11:57","08:41
     ","06:59
17:51","06:54
11:19","07:19
11:54","07:27
     ","07:40
     ","07:19
17:29","07:36
19:01","07:20
     ","07:44
11:26","06:53
     ","07:30
     ",,"07:34
11:16","07:33
12:15","07:31
11:16","07:23
     ","07:28
11:35","07:17
11:56","07:31
     ","07:17
11:40"
员工703,,,,,,,,,"17:29
     ",,,,,,"17:34
     ",,,,,,,,,,,,,,"17:38
     ",,,
员工704,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工705,前厅部,,,,"18:14
     ","19:09
     ",,,,"12:44
19:26","18:28
     ",,,,,,,,,,,"18:03
     ",,,,,"12:10
     ","18:19
     ","18:12
     ",,"12:20
     ","12:37
     "
员工706,前厅部,,,,,,,,,,,"12:52
     ",,,,"12:55
     ",,,,"12:36
     ",,,,,"12:42
     ",,,,,,,
员工707,前厅部,"12:35
     ","12:38
     ","12:30
     ",,,,,"12:28
     ",,"12:16
     ","12:52
     ",,,"18:25
     ",,,,,"12:36
     ",,,,"12:23
     ","12:42
18:19","12:31
18:43",,,"12:33
     ",,"12:26
     ","12:36
     "
员工708,前厅部,,,,,,,,,,,,,,"18:25
     ",,,,,,,,,,"12:42
18:19","18:43
     ",,,,,,
员工709,餐饮部,,,,,,,,,,,"12:05
     ","12:19
     ","11:45
     ",,"12:10
17:37",,"11:43
     ",,,,,,,,,,,,,,
员工710,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工711,客房部,,,,,,,,"12:28
     ",,"12:16
     ","12:38
     ",,,,,,,,,,,,,"19:00
     ",,,"12:25
     ","12:32
     ",,"11:04
     ",
员工712,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工713,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工714,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工715,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工716,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工717,前厅部,,,,,,,,,,,,,,,,,,,,"08:01
     ",,,,,,,,,,,"08:02
     "
员工718,前厅部,,,,"18:14
     ",,,,,,,,,,,,,,,,,,,,,,,,"18:12
     ",,,
员工719,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工720,房务部,,,,,,,,,,,,,,,,,,"17:40
     ",,,,,,,,,,,,,
员工721,前厅部,"17:20
     ",,,,,,,,,,,,"18:07
     ",,,,"07:39
17:27",,"07:38
     ","18:18
     ",,,,,,,,,,"12:39
     ","12:31
     "
员工722,前厅部,,,"17:38
     ","17:47
     ",,"08:24
18:21",,,,,,"17:54
     ",,,,,,,,,,"12:41
     ","12:41
     ",,,,"17:47
     ","18:12
     ","12:43
     ",,
员工723,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工724,前厅部,,,,,"08:02
     ","08:01
     ","07:41
     ",,,,,,,,,,,"18:28
     ",,,,,,,,,,,,,
员工725,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工726,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工727,前厅部,,,,,,,"17:54
     ",,,"18:30
     ","18:11
     ","08:03
17:30","08:03
18:53","07:47
18:25",,,,"17:47
     ",,,,,,,,,,"19:06
     ",,,
员工728,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工729,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工730,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工731,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工732,前厅部,,"18:21
     ","17:47
     ","17:42
     ","18:13
     ","18:01
     ","18:14
     ","07:40
17:54","17:55
     ","17:48
     ","17:57
     ",,"18:53
     ",,,"18:10
     ","18:21
     ",,,"17:59
     ",,"17:50
     ","17:50
     ","17:50
     ","17:47
     ","18:03
     ","11:45
17:54","11:50
     ",,,
员工733,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工734,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工735,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工736,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,"08:04
17:54",,,,,,
员工737,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工738,前厅部,,,,,,,,,,,,,,"08:02
     ","08:04
18:39","08:03
     ",,,,,"18:41
     ",,,,"18:42
     ",,"12:44
     ","18:29
     ",,"08:04
18:48",
员工739,前厅部,,,"07:39
     ","07:38
     ",,,,,,,,,,,,,,,,,"08:06
18:41",,,,,,,"12:53
18:29",,"18:48
     ",
员工740,前厅部,,"12:31
     ","12:26
     ","11:59
18:02","11:35
     ","18:13
     ",,"12:11
     ","12:19
17:52","08:03
17:48","17:41
     ","12:10
18:02",,,"17:39
     ","12:11
17:41","08:04
17:38",,,,"12:18
17:44","07:42
     ","07:40
17:38","12:06
     ","12:21
     ","12:24
     ","12:36
     ","12:53
17:45","08:02
17:41","12:46
18:04","18:25
     "
员工741,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18:29
     ",,,
员工742,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工743,前厅部,,,,"17:33
     ",,,,,,"11:15
17:53","08:00
17:33","17:33
     ","17:39
     ","18:07
     ",,,,,,"11:32
     ","11:22
     ",,"11:37
     ","18:29
     ",,,,"11:33
18:07","17:34
     ",,
员工744,前厅部,,,,,"11:04
     ","11:10
     ","11:06
     ",,"11:27
     ","11:56
     ",,,,,,,,,,"07:22
     ","18:15
     ","17:30
     ",,,,,,"17:34
     ","07:39
     ","07:43
18:41",
员工745,前厅部,,"17:28
     ","18:12
     ","17:59
     ",,,,"08:08
17:41",,,"17:34
     ","17:48
     ","17:30
     ","17:27
     ","17:28
     ",,,"17:46
     ","17:32
     ",,"18:15
     ","17:30
     ",,,"07:40
17:40","07:38
17:26",,"17:34
     ","07:17
     ",,
员工746,房务部,,,,,,,,,,,,,"17:52
     ",,"18:00
     ",,,,"18:10
     ","17:41
     ","08:05
     ","08:24
     ",,"07:02
     ",,,,,,,
员工747,前厅部,"17:58
     ",,,,,,,"08:08
17:41","18:04
     ",,,,,,"17:28
     ",,,,,,,"17:30
     ",,,,,,"17:34
     ","07:17
     ",,
员工748,前厅部,,,"11:26
18:29","08:00
17:56",,"18:44
     ",,,"17:51
     ",,,,,,"08:04
18:32","08:04
18:32",,,"18:29
     ","12:00
     ",,"07:39
     ","07:17
     ","07:18
     ","07:16
18:42",,,"12:29
     ",,"07:20
     ",
员工749,前厅部,,,,,,,,,,,,,,,,,,"18:04
     ","17:53
     ",,,,,,,,,,,,
员工750,前厅部,,,,,,,,,,,,,,,,,,"18:04
     ",,,,,,,,,,,,,
员工751,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工752,前厅部,,"12:32
     ","12:26
     ","11:59
     ","11:35
     ",,,"08:03
     ","08:03
17:51",,,,"11:51
     ",,"11:59
     ","12:11
     ","08:04
     ",,,,"12:18
     ","07:41
     ","07:40
     ","12:06
     ","12:21
     ",,,,"08:02
     ","12:46
18:04",
员工753,前厅部,,,,,,,,,,,,,,,,,,,,,,"18:50
     ","07:39
     ",,,,"18:52
     ",,,,"18:04
     "
员工754,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18:37
     ",,
员工755,前厅部,,,,"17:48
     ",,,,,,,"07:34
     ",,,,,,,,,,,,,,"07:29
     ",,,"07:04
17:29","17:55
     ",,
员工756,前厅部,,"07:42
     ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工757,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工758,前厅部,,,,,"11:59
     ",,,,,,,"11:56
     ",,,,,,,"11:25
     ",,"18:31
     ",,,,,,,,,,
员工759,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工760,前厅部,,,"17:50
     ",,,"17:52
     ","07:50
12:28","07:53
     ","12:22
     ",,"17:40
     ","17:54
     ","17:52
     ","12:35
17:38","12:38
17:42","17:40
     ","17:34
     ","17:41
     ","07:38
17:40","12:40
     ","07:48
     ","07:44
     ","07:53
     ","07:55
     ",,,,"17:50
     ","07:47
     ",,
员工761,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工762,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工763,前厅部,,,"13:00
     ","12:57
     ",,,,,,,,,,,,,,,,,,,,,,,,,,"12:54
     ",
员工764,前厅部,,,,,"12:42
     ",,,,,,"18:12
     ","07:38
     ","08:02
     ","12:42
     ",,,,,"08:05
18:47","08:02
     ","12:29
18:45","18:48
     ",,,,,"08:00
18:37","07:58
     ","17:37
     ",,
员工765,前厅部,"19:14
     ","19:19
     ",,"07:53
19:17","19:14
     ","17:52
     ",,,,,,,"19:06
     ","17:38
     ",,,,"13:00
19:02","17:40
     ",,"06:39
18:55",,"06:48
18:48","19:09
     ",,"06:47
     ",,"19:11
     ","06:41
19:17","07:01
18:49","19:11
     "
员工766,前厅部,,,,,,,,,,,,,,,,,,,,,"17:20
     ","17:28
     ",,,,,,,,,
员工767,前厅部,,,"12:11
     ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工768,前厅部,,"17:47
     ",,,,,,"17:33
     ",,,"11:20
     ","11:29
     ","11:32
17:42","11:32
17:45",,,,,,"11:39
     ",,,,,,,,,,,
员工769,前厅部,,"17:47
     ",,,,,,"17:46
     ","17:49
     ",,"11:20
18:34","11:31
17:59",,,,,,,"12:19
18:01","11:39
     ",,,,,,,,,,,
员工770,餐饮部,,,,,,,,,"18:42
     ","12:13
18:32",,,,,,"13:09
17:52",,"11:54
     ","12:31
     ",,,,,,,,,,,,
员工771,前厅部,,,,,,,,,,"17:52
     ",,,,,,,,,,,,,,,,,,,,,
员工772,前厅部,,,,,,,,,,,"19:00
     ","08:19
18:53","18:55
     ","18:55
     ",,,,,"12:34
18:44","18:10
     ",,,,,,,,,,,
员工773,前厅部,,,,,,,,,,,"19:00
     ","08:19
18:53",,,,"18:18
     ",,,"18:36
     ","18:10
     ",,,,,,,,,,,
员工774,前厅部,,,,,,,,,,,,,,,,,,"18:36
     ",,,,,,,,,,,,,
员工775,前厅部,,,,,,,,,,,,,,,,,,"18:03
     ","07:55
     ","07:24
     ",,,,,,,,,,,
员工776,前厅部,,,,,,,,,,,,,,,,,,"18:03
     ","07:55
     ",,,,,,,,,,,,
员工777,前厅部,,,,,,,,,,,,,,,,,,"18:04
     ","07:55
     ",,,,,,,,,,,,
员工778,房务部,,,,,,,,,,,,,,,"07:49
     ",,,,,,,,,,,,,,,,
员工779,房务部,,,,,,,,,,,,,,,,,,,,,,,,"12:13
     ",,,,,,,"13:00
17:42"
员工780,房务部,"07:38
     ",,"07:42
     ","07:40
     ",,,"07:38
     ","07:40
     ","07:40
     ","07:39
     ","07:42
     ","07:42
     ",,"07:42
     ","07:44
     ",,,,,"07:36
     ","08:01
     ","08:00
     ",,"08:03
     ","08:04
     ",,,"07:35
     ","07:35
     ","07:36
     ","07:36
     "
员工781,房务部,,"07:39
     ","07:38
     ","07:41
     ","07:41
     ","07:42
     ",,,,"07:42
     ","07:42
     ","07:41
     ","07:41
     ","07:39
     ","07:41
     ",,,"07:41
     ","07:42
     ",,"08:02
     ","08:04
     ","08:01
     ","08:02
     ",,"08:01
     ","08:04
     ","07:35
     ","07:39
     ",,
员工782,客房部,,,,,,,,,,,,,,,"07:49
     ",,,,,,,,,"08:07
     ",,,,,,,
员工783,房务部,,"07:38
     ","07:46
     ","18:50
     ","07:28
     ","08:05
     ","07:45
     ",,"07:45
     ","07:36
18:48","06:54
18:29",,"06:42
     ","17:35
     ","08:25
11:19","11:37
17:28","06:53
     ","18:32
     ",,"06:59
11:52","18:30
     ","18:42
     ","07:38
11:45","18:42
     ",,"18:01
18:35",,"07:45
     ","06:53
18:13","11:48
17:57","07:39
17:32"
员工784,,,,,,,,,,,,,,,,"17:29
     ",,,,,"18:50
     ",,,,,,,,,,,
员工785,房务部,"11:58
17:49","07:50
     ","07:47
18:44","07:42
     ","07:47
     ","07:50
     ","11:17
     ","07:42
     ",,"07:38
18:46","07:39
     ","07:40
     ","07:51
     ",,,,,,,,,,,"18:30
     ","07:53
     ",,,,,,"07:41
     "
员工786,客房部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工787,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工788,房务部,,,,,,,,,,,,,,,,,,,,,,,,,"19:12
     ",,,,,,
员工789,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工790,工程部,,,"18:28
     ",,,,,,,,,,,,,,"18:32
     ",,,,"18:30
     ",,,,,,,,,,
员工791,客房部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工792,房务部,,,,,,,,"08:31
     ",,,,,,,,,,,,,,,,,,,,"08:07
     ",,,
员工793,房务部,"07:58
     ","07:30
     ","07:29
     ","07:30
     ","07:28
     ","08:03
     ","07:30
     ","07:31
     ","07:32
     ","07:35
     ","07:33
     ","07:35
     ","07:35
     ","07:31
     ","08:10
     ","07:35
     ","07:34
18:31","07:36
     ","07:34
     ","07:35
     ","07:33
18:52","07:33
     ",,,,"18:28
     ","07:28
18:28","07:22
     ","07:26
18:31","07:30
     ","07:30
     "
员工794,房务部,,,"18:25
     ","17:49
     ","18:08
     ","17:58
     ","18:03
     ",,"18:02
     ",,,"17:34
     ","06:40
12:09","08:23
12:10","08:17
     ","08:19
     ","12:22
18:17","18:19
     ","18:16
     ","17:50
     ","18:26
     ","17:54
     ","17:38
     ","17:53
     ",,,"17:52
     ","17:52
     ","17:58
     ",,"18:34
     "
员工795,,,,,,,,,,,,,,"18:40
     ","18:13
     ",,,,,,,,,,,,,,,,,
员工796,客房部,,,,,,,,,,,"11:40
18:08",,,,,,"12:27
     ",,,,,,,"17:34
     ",,,,,"12:00
     ","12:12
     ",
员工797,客房部,,,,,,"18:42
     ",,,,"18:46
     ",,,,,,,,,,,,,,,,,,,,,
员工798,房务部,"07:44
     ","18:32
     ","18:36
     ","18:20
     ","07:47
     ",,"08:01
     ","07:48
     ",,,,,,,,"11:53
18:16",,"18:54
     ","07:49
     ","07:59
     ",,"07:49
     ","07:47
     ",,"07:44
     ","07:47
     ","18:01
     ",,"07:59
     ",,
员工799,房务部,,,,"18:41
     ","11:43
18:36",,,,"19:27
     ",,"12:55
19:00",,"19:27
     ",,,,,"12:53
18:59","12:52
18:56","12:57
19:05",,"19:21
     ",,"07:48
     ",,,,,,,
员工800,,,,,,,,,,,,,,,,,,,"19:01
     ",,,,,,,,,,,,,
员工801,客房部,,"11:52
     ","11:43
     ",,"07:49
     ","07:46
     ","07:50
     ","08:31
     ","11:49
     ","07:50
     ",,,,,,,,,"07:46
     ",,"07:49
     ","07:43
     ","07:44
     ",,,"11:57
     ",,"08:07
11:56","07:44
     ","07:44
     ","07:51
     "
员工802,客房部,"17:27
     ","17:29
     ",,"11:14
     ","11:15
     ","07:53
     ","07:53
     ","11:13
17:31","11:51
     ","08:23
     ",,"11:53
     ","07:52
     ","07:57
     ","11:46
     ","08:20
12:53","08:21
17:31","11:26
     ","11:39
     ","07:56
     ","07:42
     ","11:48
17:36","08:22
17:28","08:22
17:27",,,,"08:31
17:28","07:20
11:21","17:29
     ","08:20
17:27"
员工803,房务部,,,,,,,,,,,,,,,,"18:31
     ",,,,,,,,,"17:48
     ",,,,,,
员工804,房务部,,,,,,,,,,"07:32
     ","07:24
     ","07:31
     ","07:30
     ","07:28
18:28","07:28
18:31","07:30
18:32","07:28
     ","07:30
18:29","07:32
     ","07:29
     ","07:34
     ","07:27
     ","07:30
     ","07:31
     ","07:27
     ","07:34
     ","07:29
     ","07:30
     ","07:30
     ",,
员工805,客房部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工806,房务部,"11:51
17:43","11:31
17:47","18:08
     ","17:44
     ","17:51
     ","17:31
     ","17:30
     ","12:40
17:33",,,,"17:58
     ","17:56
     ","17:34
     ","17:32
     ",,"17:33
     ","17:49
     ","17:34
     ","12:12
17:46","17:47
     ",,,"11:54
17:45","18:03
     ","18:20
     ","12:18
17:45","08:27
17:50",,"08:24
18:17","08:23
17:33"
员工807,房务部,,,"18:27
     ",,,,,"12:06
     ","18:28
     ",,,,,,,"18:26
     ","18:28
     ",,,,,,,,,,,,,"19:01
     ","18:28
     "
员工808,客房部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工809,房务部,,,,,"17:40
     ",,,"11:11
     ","11:03
17:36",,,,,,,,"11:29
17:55",,,,,,,,,,,"11:07
17:32",,,
员工810,房务部,"07:24
     ","07:29
     ","07:24
     ","08:10
11:46","07:24
     ","07:30
     ","07:29
     ","07:28
     ",,"11:24
17:45","07:25
     ","07:31
     ","07:30
     ","07:28
     ","07:29
     ","07:30
     ","07:28
     ","08:29
11:39","07:32
     ","07:29
     ","07:43
     ",,,,"17:48
     ","07:34
     ","07:29
     ","07:29
     ","07:28
     ","11:53
17:39","07:27
     "
员工811,,,,,"17:43
     ",,,,,,,,,,,,,,"17:30
     ",,,,,,,,,,,,,
员工812,房务部,"19:06
     ","07:49
     ","07:42
     ","07:44
     ","07:42
     ","12:16
18:50","07:50
     ","07:42
     ","07:43
     ",,"07:39
18:29","07:42
     ","07:44
     ","07:39
     ","12:17
18:46","07:44
18:32","07:46
18:31","07:45
     ","08:39
     ","07:43
     ","07:55
18:30","13:06
18:46","07:55
     ","07:54
     ","07:57
     ","07:54
     ","07:56
18:29","07:28
     ","07:43
     ","07:42
     ","07:40
     "
员工813,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工814,房务部,"12:00
     ","12:00
     ",,,,"12:01
     ",,,,"18:35
     ","18:35
     ",,,"11:51
     ","12:47
18:44","18:42
     ",,"17:38
     ","07:54
     ","18:31
     ","11:39
     ",,"12:19
     ","11:29
     ",,"11:56
     ","17:37
     ","08:03
18:29",,"12:43
     ","12:10
     "
员工815,房务部,,,,,,"18:42
     ","12:30
     ",,,"18:47
     ",,,,,,"08:01
     ",,,,,,,,,,,,,,"12:16
     ",
员工816,房务部,"07:44
     ","07:38
     ","18:07
     ","18:16
     ","07:39
     ",,"07:41
     ","07:42
     ","07:37
     ",,,,,,"07:31
     ","07:43
18:32","07:38
18:31","07:35
     ","07:40
     ","07:37
     ","07:56
     ","07:57
     ",,"19:14
     ","07:57
     ",,"08:05
     ","12:12
18:42","07:38
     ","07:38
     ","07:42
     "
员工817,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工818,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工819,销售部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工820,房务部,,,"08:08
     ",,,,,,"07:39
     ","07:40
     ",,"07:42
     ","07:43
     ",,,,,,,,"07:37
     ","07:37
     ",,,,,,"07:39
     ",,,"07:42
     "
员工821,房务部,,,,,"19:19
     ","11:57
     ","12:27
18:44",,,,,,"18:28
     ","12:22
18:35",,,,"19:22
     ","11:27
     ",,,"12:27
     ","11:55
     ",,,,,,"11:49
     ","12:31
     ","12:09
17:54"
员工822,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工823,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工824,房务部,"07:00
     ","06:58
     ","07:05
     ","07:10
     ",,,,,"17:33
     ","07:10
     ","07:19
11:18",,,"11:20
17:36","07:11
11:09","07:15
     ","07:26
11:16","07:26
11:12","07:46
11:12","07:11
11:10","07:00
     ","07:06
     ","07:03
     ","07:15
11:24","06:56
     ",,"17:54
     ","07:52
11:08","07:09
11:13","06:58
     ","07:06
     "
